year,province,career_path_name,earnedIncome,prov_tax_amt,fed_tax_amt,tax_amt,current_endevor,afterTaxIncome,afterTaxAndCostsIncome,amtSavedThisYear,expenditureBias,Housing,Food,Transportation,educationCost,totalLivingCosts,contributions,investment_low,investment_avg,investment_high,investment_developTradingBot,yrs_Programming & Software Development,yrs_Version Control (Git),yrs_System Design & Architecture,yrs_Agile & DevOps Practices,yrs_Network Security,yrs_Security Monitoring & SIEM,yrs_Incident Response,yrs_Threat Analysis & Intelligence,yrs_Vulnerability Assessment,yrs_IT Consulting & Client Engagement,yrs_Business Process Analysis,yrs_Project Management,yrs_Enterprise Systems & ERP,yrs_PLC & Control System Programming,yrs_Instrumentation Calibration & Maintenance,yrs_Process Control & SCADA,yrs_Electrical Systems & Wiring,yrs_Industrial Cybersecurity,yrs_OT/IT Network Integration,yrs_Risk Assessment & Compliance (OT)
2047,Nova Scotia,Cybersecurity Focus,211468.94040570606,35125.03918519827,45641.32271765476,80766.36190285304,Industrial Cybersecurity Analyst,130702.57850285302,62674.92350483178,62674.92350483178,0.0,36774.706193301696,17858.82788841117,13394.120916308379,0.0,68027.65499802124,62674.92350483178,1122402.4387337153,1727919.6636021798,2779693.421798247,13828504.381659696,7,0,0,0,22,22,11,11,11,0,0,0,0,11,0,11,0,11,11,11
2048,Nova Scotia,Cybersecurity Focus,222169.26879023478,37372.1081459493,48744.417949168084,86116.52609511738,Industrial Cybersecurity Analyst,136052.7426951174,65248.76392328947,65248.76392328947,0.0,38613.44150296678,18394.59272506351,13795.944543797632,0.0,70803.97877182793,65248.76392328947,1243771.3245936907,1965960.3938856875,3261896.198991273,18042304.460080896,7,0,0,0,23,23,11,11,11,0,0,0,0,12,0,12,0,12,12,12
2049,Nova Scotia,Cybersecurity Focus,233411.03379102063,39732.87879611433,52004.52979939598,91737.40859551032,Industrial Cybersecurity Analyst,141673.6251955103,67973.2582304682,67973.2582304682,0.0,40544.113578115124,18946.430506815414,14209.822880111562,0.0,73700.3669650421,67973.2582304682,1373933.1490538435,2230529.691504725,3819153.887070432,23522969.05633563,7,0,0,0,24,24,11,11,11,0,0,0,0,13,0,13,0,13,13,13
2050,Nova Scotia,Cybersecurity Focus,245221.63210084627,42213.10444117771,55429.603309245416,97642.70775042313,Industrial Cybersecurity Analyst,147578.92435042316,70856.6641048675,70856.6641048675,0.0,42571.31925702088,19514.82342201988,14636.11756651491,0.0,76722.26024555566,70856.6641048675,1513486.4706114032,2524439.3247600654,4462883.634235864,30650716.43734119,7,0,0,0,25,25,11,11,11,0,0,0,0,14,0,14,0,14,14,14
2051,Nova Scotia,Cybersecurity Focus,257629.8466851491,44818.82950388131,59027.98553869323,103846.81504257454,Industrial Cybersecurity Analyst,153783.03164257456,73907.6772045118,73907.6772045118,0.0,44699.885219871925,20100.268124680475,15075.201093510357,0.0,79875.35443806276,73907.6772045118,1663068.4713464852,2850790.934440584,5206223.8565757545,39919839.04574806,7,0,0,0,26,26,11,11,11,0,0,0,0,15,0,15,0,15,15,15
2052,Nova Scotia,Cybersecurity Focus,270665.9169274176,47556.4042547577,63295.802586047816,110852.2068408055,Industrial Cybersecurity Analyst,159813.71008661212,76648.09731101003,76648.09731101003,0.0,46934.87948086552,20703.276168420893,15527.457126315667,0.0,83165.61277560209,76648.09731101003,1822869.9922248197,3212518.1251956527,6063805.532373127,51972438.856783494,7,0,0,0,27,27,11,11,11,0,0,0,0,16,0,16,0,16,16,16
2053,Nova Scotia,Cybersecurity Focus,284361.6123239449,50432.50028802843,67815.38206690183,118247.88235493026,Industrial Cybersecurity Analyst,166113.72996901465,79514.45122052719,79514.45122052719,0.0,49281.6234549088,21324.374453473516,15993.28084010514,0.0,86599.27874848746,79514.45122052719,1993527.943056588,3613284.3889357457,7052890.813449622,67643684.96503907,7,0,0,0,28,28,11,11,11,0,0,0,0,17,0,17,0,17,17,17
2054,Nova Scotia,Cybersecurity Focus,298750.30990753655,53454.12678058267,72563.65226948707,126017.77905006974,Industrial Cybersecurity Analyst,172732.5308574668,82549.64127742653,82549.64127742653,0.0,51745.70462765425,21964.105687077725,16473.079265308294,0.0,90182.88958004027,82549.64127742653,2175753.981486844,4057162.469106747,8193374.076744491,88019340.09582824,7,0,0,0,29,29,11,11,11,0,0,0,0,18,0,18,0,18,18,18
2055,Nova Scotia,Cybersecurity Focus,313867.0755888579,56628.64757366015,77552.1849443231,134180.83251798325,Industrial Cybersecurity Analyst,179686.24307087463,85762.95271088005,85762.95271088005,0.0,54332.98985903697,22623.028857690057,16967.271643267544,0.0,93923.29035999457,85762.95271088005,2370304.6332720662,4548641.668728302,9508143.140967045,114510905.07728758,7,0,0,0,30,30,11,11,11,0,0,0,0,19,0,19,0,19,19,19
2056,Nova Scotia,Cybersecurity Focus,329748.7496136541,59963.79911886736,82793.13737250585,142756.93649137323,Industrial Cybersecurity Analyst,186991.81312228087,89164.16425430572,89164.16425430572,0.0,57049.63935198882,23301.719723420756,17476.289792565567,0.0,97827.64886797515,89164.16425430572,2577984.0291899755,5092669.999855439,11023528.776366407,148953340.76472816,7,0,0,0,31,31,11,11,11,0,0,0,0,20,0,20,0,20,20,20
2057,Nova Scotia,Cybersecurity Focus,346434.036344105,63467.70933226206,88299.28199355466,151766.99132581672,Industrial Cybersecurity Analyst,194667.0450182883,92763.57389723415,92763.57389723415,0.0,59902.121319588245,24000.771315123377,18000.578486342536,0.0,101903.47112105416,92763.57389723415,2799646.8045467087,5694700.573738217,12769821.6667186,193732106.56804386,7,0,0,0,32,32,11,11,11,0,0,0,0,21,0,21,0,21,21,21
2058,Nova Scotia,Cybersecurity Focus,363963.5985831167,67148.9174024545,94084.03753242851,161232.95493488302,Industrial Cybersecurity Analyst,202730.6436482337,96572.02596715614,96572.02596715614,0.0,62897.227385567676,24720.794454577084,18540.595840932812,0.0,106158.61768107757,96572.02596715614,3036201.1707412004,6360742.657079197,14781866.942693546,251948310.5644242,7,0,0,0,33,33,11,11,11,0,0,0,0,22,0,22,0,22,22,22
2059,Nova Scotia,Cybersecurity Focus,382380.1566714224,71016.3946009987,100161.5017015694,171177.8963025681,Industrial Cybersecurity Analyst,211202.26036885433,100600.93960963309,100600.93960963309,0.0,66042.08875484605,25462.418288214398,19096.813716160796,0.0,110601.32075922124,100600.93960963309,3288612.1688878937,7097417.86239675,17099747.92370721,327633404.6733611,7,0,0,0,34,34,11,11,11,0,0,0,0,23,0,23,0,23,23,23
2060,Nova Scotia,Cybersecurity Focus,401728.59259899636,75079.56614578923,106546.4855576688,181626.051703458,Industrial Cybersecurity Analyst,220102.54089553835,104862.33873844355,104862.33873844355,0.0,69344.19319258835,26226.290836860826,19669.718127645618,0.0,115240.2021570948,104862.33873844355,3557905.116070732,7912021.987374868,19769572.451001734,426028288.4141079,7,0,0,0,35,35,11,11,11,0,0,0,0,24,0,24,0,24,24,24
2061,Nova Scotia,Cybersecurity Focus,422056.05938450556,79348.33417074617,113254.54959688683,192602.883767633,Industrial Cybersecurity Analyst,229453.17561687256,109368.88353121313,109368.88353121313,0.0,72811.40285221778,27013.079561966653,20259.80967147499,0.0,120084.29208565943,109368.88353121313,3845169.255405482,8812593.069643568,22844377.202183206,553946143.8218715,7,0,0,0,36,36,11,11,11,0,0,0,0,25,0,25,0,25,25,25
2062,Nova Scotia,Cybersecurity Focus,443412.0959893615,83833.10185776593,120302.04167648932,204135.14353425524,Industrial Cybersecurity Analyst,239276.95245510628,114133.9035498327,114133.9035498327,0.0,76451.97299482868,27823.471948825652,20867.603961619243,0.0,125143.04890527358,114133.9035498327,4151561.621725589,9807986.28015776,26385167.686060514,720244120.8719828,7,0,0,0,37,37,11,11,11,0,0,0,0,26,0,26,0,26,26,26
2063,Nova Scotia,Cybersecurity Focus,465848.74804642325,88544.79878974888,127706.13685531968,216250.93564506856,Industrial Cybersecurity Analyst,249597.8124013547,119171.43256902634,119171.43256902634,0.0,80274.57164457011,28658.176107290426,21493.632080467818,0.0,130426.37983232836,119171.43256902634,4478311.135380895,10907956.340742564,30462114.271538615,936436528.5661467,7,0,0,0,38,38,11,11,11,0,0,0,0,27,0,27,0,27,27,27
2064,Nova Scotia,Cybersecurity Focus,489420.69469757227,93494.90758649017,135484.87925019884,228979.786836689,Industrial Cybersecurity Analyst,260440.90786088328,124496.24520069367,124496.24520069367,0.0,84288.30022679863,29517.92139050914,22138.441042881856,0.0,135944.6626601896,124496.24520069367,4826722.937350634,12123248.220017515,35155927.6574701,1217491983.3811915,7,0,0,0,39,39,11,11,11,0,0,0,0,28,0,28,0,28,28,28
2065,Nova Scotia,Cybersecurity Focus,514185.3818492694,98695.49188834657,143657.2260102589,242352.71789860545,Industrial Cybersecurity Analyst,271832.66395066393,130123.89540613265,130123.89540613265,0.0,88502.71523813855,30403.459032224415,22802.59427416831,0.0,141708.76854453128,130123.89540613265,5198182.979624298,13465696.937425401,40559440.70149674,1582869702.2909553,7,0,0,0,40,40,11,11,11,0,0,0,0,29,0,29,0,29,29,29
2066,Nova Scotia,Cybersecurity Focus,540203.1621708424,104159.2257558769,152243.093516378,256402.31927225488,Industrial Cybersecurity Analyst,283800.8428985875,136070.75699295753,136070.75699295753,0.0,92927.85100004548,31315.562803191147,23486.67210239336,0.0,147730.08590563,136070.75699295753,5594162.885598471,14948337.3881609,46779427.563714206,2057866683.735235,7,0,0,0,41,41,11,11,11,0,0,0,0,30,0,30,0,30,30,30
2067,Nova Scotia,Cybersecurity Focus,567537.4421766871,109899.42455710428,161263.40591830673,271162.830475411,Industrial Cybersecurity Analyst,296374.61170127604,142354.06619847624,142354.06619847624,0.0,97574.24355004776,32255.02968728688,24191.272265465162,0.0,154020.5455027998,142354.06619847624,6016225.096076872,16585525.193175467,53938695.76446981,2675369042.9220037,7,0,0,0,42,42,11,11,11,0,0,0,0,31,0,31,0,31,31,31
2068,Nova Scotia,Cybersecurity Focus,596254.8367508274,115930.07741767375,170740.14612777304,286670.22354544676,Industrial Cybersecurity Analyst,309584.6132053806,148991.96646649585,148991.96646649585,0.0,102452.95572755016,33222.680577905485,24917.010433429117,0.0,160592.64673888477,148991.96646649585,6466028.317347212,18393069.67895951,62178492.095606774,3478128747.7650714,7,0,0,0,43,43,11,11,11,0,0,0,0,32,0,32,0,32,32,32
2069,Nova Scotia,Cybersecurity Focus,626425.3314904192,122265.88131298803,180696.40939183836,302962.29070482636,Industrial Cybersecurity Analyst,323463.04078559286,156003.55552999055,156003.55552999055,0.0,107575.60351392766,34219.36099524265,25664.52074643199,0.0,167459.4852556023,156003.55552999055,6945333.288744563,20388380.20238545,71661269.46547778,4521723375.650123,7,0,0,0,44,44,11,11,11,0,0,0,0,33,0,33,0,33,33,33
2070,Nova Scotia,Cybersecurity Focus,658122.4532638345,128922.27688540523,191156.45957706537,320078.7364624706,Industrial Cybersecurity Analyst,338043.71680136386,163408.9349178149,163408.9349178149,0.0,112954.38368962405,35245.94182509994,26434.456368824955,0.0,174634.78188354895,163408.9349178149,7456008.888099607,22590627.157541815,82573868.82021725,5878403797.280077,7,0,0,0,45,45,11,11,11,0,0,0,0,34,0,34,0,34,34,34
2071,Nova Scotia,Cybersecurity Focus,691423.4493989843,135915.48607378668,202145.7883016648,338061.2743754515,Industrial Cybersecurity Analyst,353362.1750235328,171229.26200968493,171229.26200968493,0.0,118602.10287410527,36303.320079852936,27227.490059889697,0.0,182132.9130138479,171229.26200968493,8000038.594514273,25020919.135305684,95131178.40525952,7642096165.7261095,7,0,0,0,46,46,11,11,11,0,0,0,0,35,0,35,0,35,35,35
2072,Nova Scotia,Cybersecurity Focus,726409.4759385731,143262.55164710036,213691.17705972912,356953.7287068295,Industrial Cybersecurity Analyst,369455.74723174365,179486.80476999818,179486.80476999818,0.0,124532.20801781054,37392.419682248525,28044.314761686393,0.0,189968.94246174546,179486.80476999818,8579527.329009986,27702497.85360625,109580341.97081843,9934904502.248713,7,0,0,0,47,47,11,11,11,0,0,0,0,36,0,36,0,36,36,36
2073,Nova Scotia,Cybersecurity Focus,763165.7954210648,150981.3787384236,225820.76248895138,376802.141227375,Industrial Cybersecurity Analyst,386363.6541936898,188204.9992977358,188204.9992977358,0.0,130758.81841870106,38514.192272715976,28885.644204536984,0.0,198158.654895954,188204.9992977358,9196708.694758222,30660952.63826461,126205598.26573892,12915564057.922625,7,0,0,0,48,48,11,11,11,0,0,0,0,37,0,37,0,37,37,37
2074,Nova Scotia,Cybersecurity Focus,801781.9846693706,159090.77848056782,238564.1049408923,397654.88342146017,Industrial Cybersecurity Analyst,404127.1012479104,197408.51033670374,197408.51033670374,0.0,137296.75933963613,39669.618040897454,29752.213530673096,0.0,206718.59091120667,197408.51033670374,9853952.639832838,33924456.41242778,145333846.51593643,16790430683.809748,7,0,0,0,49,49,11,11,11,0,0,0,0,38,0,38,0,38,38,38
2075,Nova Scotia,Cybersecurity Focus,842352.1530936408,167610.51384966457,251952.26052090147,419562.774370566,Industrial Cybersecurity Analyst,422789.3787230748,207123.2948977392,207123.2948977392,0.0,144161.59730661794,40859.70658212438,30644.779936593288,0.0,215666.0838253356,207123.2948977392,10553773.566722218,37524025.348568305,167341046.7882246,21827767012.24757,7,0,0,0,50,50,11,11,11,0,0,0,0,39,0,39,0,39,39,39
2026,Nova Scotia,I&C to Cybersecurity,15333.333333333334,1347.8000000000002,2146.666666666667,3494.466666666667,I&C Engineering Diploma,11838.866666666667,-24294.466666666667,0.0,0.0,13200.0,9600.0,7200.0,6133.333333333333,36133.333333333336,-24294.466666666667,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1
2027,Nova Scotia,I&C to Cybersecurity,15333.333333333334,1347.8000000000002,2146.666666666667,3494.466666666667,I&C Engineering Diploma,11838.866666666667,-25458.466666666667,0.0,0.0,13860.0,9888.0,7416.0,6133.333333333333,37297.333333333336,-25458.466666666667,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,2
2028,Nova Scotia,I&C to Cybersecurity,15333.333333333334,1347.8000000000002,2146.666666666667,3494.466666666667,I&C Engineering Diploma,11838.866666666667,-26670.586666666662,0.0,0.0,14553.0,10184.64,7638.48,6133.333333333333,38509.45333333333,-26670.586666666662,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,3
2029,Nova Scotia,I&C to Cybersecurity,47748.58702848,5229.12176075776,6684.8021839872,11913.92394474496,Instrumentation & Control Tech (Apprentice),35834.66308373504,2196.1994837350358,2196.1994837350358,0.0,15280.650000000001,10490.1792,7867.634400000001,0.0,33638.4636,2196.1994837350358,2196.1994837350358,2196.1994837350358,2196.1994837350358,2196.1994837350358,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,0,3
2030,Nova Scotia,I&C to Cybersecurity,50651.70111981158,5663.137317411831,7091.238156773622,12754.375474185454,Instrumentation & Control Tech (Apprentice),37897.32564562613,2944.095137626122,2944.095137626122,0.0,16044.682500000003,10804.884576000002,8103.663432000001,0.0,34953.23050800001,2944.095137626122,5250.104595547909,5359.914569734661,5469.724543921413,5799.154466481668,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,3,0,3
2031,Nova Scotia,I&C to Cybersecurity,53731.324547896125,6123.541019910471,7522.385436705458,13645.926456615929,Instrumentation & Control Tech (Apprentice),40085.39809128019,3762.6770180401872,3762.6770180401872,0.0,16846.916625000005,11129.03111328,8346.77333496,0.0,36322.721073240005,3762.6770180401872,9275.286843365491,9658.583044748315,10052.86024354981,11301.577824466356,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,3,0,3
2032,Nova Scotia,I&C to Cybersecurity,56998.1890804082,6611.937267521025,7979.746471257149,14591.683738778174,Instrumentation & Control Tech (Apprentice),42406.50534163002,4657.164303692814,4657.164303692814,0.0,17689.262456250006,11462.902046678402,8597.1765350088,0.0,37749.34103793721,4657.164303692814,14396.21548922658,15281.605652915961,16217.953583775095,19349.215475499077,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,3,0,3
2033,Nova Scotia,I&C to Cybersecurity,60463.67897649702,7130.028006986305,8591.059190181892,15721.087197168195,Instrumentation & Control Tech (Apprentice),44742.591779328824,5506.985261128502,5506.985261128502,0.0,18573.725579062506,11806.789108078754,8855.091831059066,0.0,39235.60651820032,5506.985261128502,20623.011524816415,22316.75147933606,24157.63188246986,30660.965379277302,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,3,0,3
2034,Nova Scotia,I&C to Cybersecurity,99928.72292954853,13703.428212670993,16681.39320055745,30384.82141322844,Instrumentation & Control Tech (Red Seal),69543.9015163201,28759.75229099251,28759.75229099251,0.0,19502.411858015632,12160.992781321118,9120.744585990838,0.0,40784.14922532759,28759.75229099251,50413.914392049744,53308.17891826218,56541.02895583285,68619.007284053,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,3,0,3
2035,Nova Scotia,I&C to Cybersecurity,104475.47982284299,14499.110668997524,17613.478363682814,32112.58903268034,Instrumentation & Control Tech (Red Seal),72362.89079016265,29965.168850914924,29965.168850914924,0.0,20477.532450916413,12525.82256476075,9394.366923570564,0.0,42397.72193924773,29965.168850914924,82899.77896256716,88604.16566100332,94987.3521501227,119169.87832018384,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,3,0,3
2036,Nova Scotia,I&C to Cybersecurity,109229.11415478232,15330.996677086907,18587.973401730378,33918.970078817285,Instrumentation & Control Tech (Red Seal),75310.14407596504,31230.939829521558,31230.939829521558,0.0,21501.409073462233,12901.597241703574,9676.19793127768,0.0,44079.204246443485,31230.939829521558,118275.70774021707,128695.52205662522,140466.39480216266,186151.78164576055,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,3,0,3
2037,Nova Scotia,I&C to Cybersecurity,114199.0388488249,16200.733498544358,19606.807964009105,35807.54146255346,Instrumentation & Control Tech (Red Seal),78391.49738627144,32559.8888309654,32559.8888309654,0.0,22576.47952713535,13288.645158954681,9966.483869216012,0.0,45831.60855530604,32559.8888309654,156749.38195819332,174124.96309325314,194096.24285345245,274557.2049704541,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,3,0,3
2038,Nova Scotia,I&C to Cybersecurity,119395.09511644642,17110.043345378122,20801.25473027607,37911.298075654195,Instrumentation & Control Tech (Red Seal),81483.79704079223,33825.7106382843,33825.7106382843,0.0,23705.303503492116,13687.30451372332,10265.478385292492,0.0,47658.08640250793,33825.7106382843,198412.5616943873,225363.17004086278,257036.3899197546,390750.0770998746,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,3,0,3
2039,Nova Scotia,I&C to Cybersecurity,124827.57194424473,18060.72679024283,22213.69870550363,40274.42549574646,Instrumentation & Control Tech (Red Seal),84553.14644849827,34991.21138384525,34991.21138384525,0.0,24890.56867866673,14097.923649135024,10573.442736851266,0.0,49561.93506465302,34991.21138384525,243324.40116295192,282890.69842879433,330583.059791563,542966.3116136822,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,3,0,3
2040,Nova Scotia,I&C to Cybersecurity,130507.22646770783,19054.66633184887,23690.40888160404,42745.07521345291,Instrumentation & Control Tech (Red Seal),87762.15125425492,36215.546764088984,36215.546764088984,0.0,26135.09711260006,14520.861358609072,10890.646018956806,0.0,51546.60449016593,36215.546764088984,291706.16798518854,347395.3150357628,416386.0655243864,742071.7518618759,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,3,0,3
2041,Nova Scotia,I&C to Cybersecurity,136445.30527198853,20093.830122597992,25234.30937071702,45328.139493315015,Instrumentation & Control Tech (Red Seal),91117.16577867352,37501.461211550595,37501.461211550595,0.0,27441.85196823007,14956.487199367346,11217.365399525508,0.0,53615.70456712292,37501.461211550595,343792.9375959986,419636.3077508897,516345.4365645949,1002194.7386319893,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,3,0,3
2042,Nova Scotia,I&C to Cybersecurity,142653.566661864,21180.2758658262,26848.45733208464,48028.73319791084,Instrumentation & Control Tech (Red Seal),94624.83346395315,38851.82072045194,38851.82072045194,0.0,28813.94456664157,15405.181815348365,11553.886361511275,0.0,55773.01274350121,38851.82072045194,399834.4051962505,500451.75924643065,632649.0727697359,1341704.9809420381,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,17,3,0,3
2043,Nova Scotia,I&C to Cybersecurity,149144.3039449788,22316.15489037129,28536.04902569449,50852.20391606578,Instrumentation & Control Tech (Red Seal),98292.10002891303,40269.61801177396,40269.61801177396,0.0,30254.64179497365,15867.337269808817,11900.502952356612,0.0,58022.482017139075,40269.61801177396,460095.743467837,590766.5531828477,767816.0516969702,1784486.0932364236,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,3,0,3
2044,Nova Scotia,I&C to Cybersecurity,155930.36977447532,23503.71641053318,30300.426141363583,53804.14255189676,Instrumentation & Control Tech (Red Seal),102126.22722257856,41757.97790902582,41757.97790902582,0.0,31767.373884722332,16343.357387903085,12257.518040927313,0.0,60368.24931355273,41757.97790902582,524858.5085502546,691601.1864101584,924746.4373605415,2361589.8991163764,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,19,3,0,3
2045,Nova Scotia,I&C to Cybersecurity,191589.54069133816,30950.365245181012,39876.29680048807,70826.66204566907,Industrial Cybersecurity Analyst,120762.87864566909,57948.23437501532,57948.23437501532,0.0,33355.74257895845,16833.658109540178,12625.24358215513,0.0,62814.644270653764,57948.23437501532,609049.6683527827,818709.5394261897,1121406.637339638,3128015.103226305,0,0,0,0,1,1,0,0,0,0,0,0,0,20,19,20,19,4,1,4
2046,Nova Scotia,I&C to Cybersecurity,201283.97145031986,32986.19570456717,42687.68172059276,75673.87742515994,Industrial Cybersecurity Analyst,125610.09402515992,60243.89557480738,60243.89557480738,0.0,35023.529707906375,17338.66785282638,13004.000889619787,0.0,65366.198450352545,60243.89557480738,699746.0473452293,960824.3889436162,1349861.528515391,4126663.529769004,0,0,0,0,2,2,0,0,0,0,0,0,0,21,19,21,19,5,2,5
2047,Nova Scotia,I&C to Cybersecurity,211468.94040570606,35125.03918519827,45641.32271765476,80766.36190285304,Industrial Cybersecurity Analyst,130702.57850285302,62674.92350483178,62674.92350483178,0.0,36774.706193301696,17858.82788841117,13394.120916308379,0.0,68027.65499802124,62674.92350483178,797408.2732173225,1119581.7513428095,1615015.6812975314,5427337.512204537,0,0,0,0,3,3,0,0,0,0,0,0,0,22,19,22,19,6,3,6
2048,Nova Scotia,I&C to Cybersecurity,222169.26879023478,37372.1081459493,48744.417949168084,86116.52609511738,Industrial Cybersecurity Analyst,136052.7426951174,65248.76392328947,65248.76392328947,0.0,38613.44150296678,18394.59272506351,13795.944543797632,0.0,70803.97877182793,65248.76392328947,902527.4508014782,1296788.6904003802,1922516.7974154504,7120787.529789188,0,0,0,0,4,4,0,0,0,0,0,0,0,23,19,23,19,7,4,7
2049,Nova Scotia,I&C to Cybersecurity,233411.03379102063,39732.87879611433,52004.52979939598,91737.40859551032,Industrial Cybersecurity Analyst,141673.6251955103,67973.2582304682,67973.2582304682,0.0,40544.113578115124,18946.430506815414,14209.822880111562,0.0,73700.3669650421,67973.2582304682,1015627.0815720204,1494440.8176708866,2278867.575258236,9324997.046956412,0,0,0,0,5,5,0,0,0,0,0,0,0,24,19,24,19,8,5,8
2050,Nova Scotia,I&C to Cybersecurity,245221.63210084627,42213.10444117771,55429.603309245416,97642.70775042313,Industrial Cybersecurity Analyst,147578.92435042316,70856.6641048675,70856.6641048675,0.0,42571.31925702088,19514.82342201988,14636.11756651491,0.0,76722.26024555566,70856.6641048675,1137265.099755489,1714741.5635428429,2691554.3756518383,12193352.825148204,0,0,0,0,6,6,0,0,0,0,0,0,0,25,19,25,19,9,6,9
2051,Nova Scotia,I&C to Cybersecurity,257629.8466851491,44818.82950388131,59027.98553869323,103846.81504257454,Industrial Cybersecurity Analyst,153783.03164257456,73907.6772045118,73907.6772045118,0.0,44699.885219871925,20100.268124680475,15075.201093510357,0.0,79875.35443806276,73907.6772045118,1268036.0319477753,1960123.397101639,3169195.209204125,15925266.349897178,0,0,0,0,7,7,0,0,0,0,0,0,0,26,19,26,19,10,7,10
2052,Nova Scotia,I&C to Cybersecurity,270665.9169274176,47556.4042547577,63295.802586047816,110852.2068408055,Industrial Cybersecurity Analyst,159813.71008661212,76648.09731101003,76648.09731101003,0.0,46934.87948086552,20703.276168420893,15527.457126315667,0.0,83165.61277560209,76648.09731101003,1408085.9308561743,2232783.8341228133,3721222.587895754,20779494.35217734,0,0,0,0,8,8,0,0,0,0,0,0,0,27,19,27,19,11,8,11
2053,Nova Scotia,I&C to Cybersecurity,284361.6123239449,50432.50028802843,67815.38206690183,118247.88235493026,Industrial Cybersecurity Analyst,166113.72996901465,79514.45122052719,79514.45122052719,0.0,49281.6234549088,21324.374453473516,15993.28084010514,0.0,86599.27874848746,79514.45122052719,1558004.6786195105,2535576.668755622,4358920.427300644,27092857.10905107,0,0,0,0,9,9,0,0,0,0,0,0,0,28,19,28,19,12,9,12
2054,Nova Scotia,I&C to Cybersecurity,298750.30990753655,53454.12678058267,72563.65226948707,126017.77905006974,Industrial Cybersecurity Analyst,172732.5308574668,82549.64127742653,82549.64127742653,0.0,51745.70462765425,21964.105687077725,16473.079265308294,0.0,90182.88958004027,82549.64127742653,1718454.5538279128,2871683.976908611,5095308.132673168,35303263.88304382,0,0,0,0,10,10,0,0,0,0,0,0,0,29,19,29,19,13,10,13
2055,Nova Scotia,I&C to Cybersecurity,313867.0755888579,56628.64757366015,77552.1849443231,134180.83251798325,Industrial Cybersecurity Analyst,179686.24307087463,85762.95271088005,85762.95271088005,0.0,54332.98985903697,22623.028857690057,16967.271643267544,0.0,93923.29035999457,85762.95271088005,1890140.2342301884,3244615.3273103526,5945367.305285023,45980006.00066785,0,0,0,0,11,11,0,0,0,0,0,0,0,30,19,30,19,14,11,14
2056,Nova Scotia,I&C to Cybersecurity,329748.7496136541,59963.79911886736,82793.13737250585,142756.93649137323,Industrial Cybersecurity Analyst,186991.81312228087,89164.16425430572,89164.16425430572,0.0,57049.63935198882,23301.719723420756,17476.289792565567,0.0,97827.64886797515,89164.16425430572,2073811.4101960035,3658241.024295694,6926336.565332081,59863171.96512251,0,0,0,0,12,12,0,0,0,0,0,0,0,31,19,31,19,15,12,15
2057,Nova Scotia,I&C to Cybersecurity,346434.036344105,63467.70933226206,88299.28199355466,151766.99132581672,Industrial Cybersecurity Analyst,194667.0450182883,92763.57389723415,92763.57389723415,0.0,59902.121319588245,24000.771315123377,18000.578486342536,0.0,101903.47112105416,92763.57389723415,2270265.554603038,4116828.700622498,8058050.624029127,77914887.1285565,0,0,0,0,13,13,0,0,0,0,0,0,0,32,19,32,19,16,13,16
2058,Nova Scotia,I&C to Cybersecurity,363963.5985831167,67148.9174024545,94084.03753242851,161232.95493488302,Industrial Cybersecurity Analyst,202730.6436482337,96572.02596715614,96572.02596715614,0.0,62897.227385567676,24720.794454577084,18540.595840932812,0.0,106158.61768107757,96572.02596715614,2480350.858300346,4625083.596651904,9363330.243600652,101385925.29309061,0,0,0,0,14,14,0,0,0,0,0,0,0,33,19,33,19,17,14,17
2059,Nova Scotia,I&C to Cybersecurity,382380.1566714224,71016.3946009987,100161.5017015694,171177.8963025681,Industrial Cybersecurity Analyst,211202.26036885433,100600.93960963309,100600.93960963309,0.0,66042.08875484605,25462.418288214398,19096.813716160796,0.0,110601.32075922124,100600.93960963309,2704969.3408249966,5188192.895926728,10868430.719750382,131902303.82062744,0,0,0,0,15,15,0,0,0,0,0,0,0,34,19,34,19,18,15,18
